geometry,id,ID,height_mean,height_min,height_max,Shape_Leng,Shape_Area,BNG_Area
"POLYGON ((-1.18779903712062 52.9128121162974,-1.18780005221688 52.9128055610554,-1.18780299599607 52.9127991986615,-1.18780771843952 52.9127932084221,-1.18781421236071 52.912787859026,-1.18782203129695 52.9127832382307,-1.18783102343297 52.9127795237176,-1.18784103785175 52.912776805411,-1.18785162629401 52.912775169985,-1.18786249231571 52.912774614731,-1.18787333408285 52.9127753184138,-1.18788385874475 52.9127770979351,-1.18789376895897 52.9127799527528,-1.18790262005947 52.9127837886092,-1.18791026382421 52.912788515038,-1.18791655652278 52.9127939516495,-1.18792105348908 52.912800005269,-1.18792375921474 52.9128064061243,-1.18792452907091 52.9128129738255,-1.18792351217803 52.9128196189904,-1.1879205675005 52.9128259813813,-1.18791584595535 52.9128319721579,-1.18790935203416 52.9128373210068,-1.18790153219962 52.912841942338,-1.18789254096193 52.9128456563041,-1.18788252654315 52.9128483746063,-1.18787193810089 52.9128500100296,-1.18786107207919 52.9128505652826,-1.18785022941372 52.9128498621427,-1.18783970475182 52.9128480820828,-1.18782979543594 52.9128452278112,-1.18782094433543 52.9128413919604,-1.1878133005707 52.9128366649955,-1.18780700787213 52.9128312283894,-1.18780251090579 52.9128251747742,-1.18779980518017 52.9128187739217,-1.18779903712062 52.9128121162974))",4333332,0D4F70B58DFC27B3E050A00A568A259B,2.13333333333,0.0,4.0,43.9066061983,153.015024135,55.6937967192
"POLYGON ((-1.18752542825116 52.9129467951255,-1.18752659695935 52.9129399712162,-1.1875295452301 52.9129334289945,-1.18753456771087 52.912927261093,-1.18754106522532 52.9129217318659,-1.18754918330056 52.912917023328,-1.18755847637218 52.9129131311457,-1.18756878903163 52.9129103250906,-1.18757967661289 52.9129086019126,-1.1875908381803 52.912908138751,-1.18760212820679 52.9129087552164,-1.1876129493127 52.9129106268228,-1.18762315507266 52.9129135731806,-1.18763229902395 52.9129175910395,-1.18764023923273 52.9129224095444,-1.18764652833805 52.9129280259865,-1.18765131905347 52.9129342616015,-1.18765402208413 52.9129408422844,-1.18765493477248 52.912947680278,-1.18765376606429 52.9129545041862,-1.18765081869184 52.9129610464046,-1.18764579621106 52.912967214843,-1.18763929779828 52.9129727435225,-1.18763117972307 52.9129774525961,-1.18762188754976 52.912981344231,-1.18761157399197 52.9129841502815,-1.18760068641071 52.9129858739981,-1.18758937662128 52.9129863360756,-1.18757823481681 52.9129857206946,-1.1875674146092 52.9129838485499,-1.18755720884927 52.9129809021968,-1.18754806399968 52.9129768843438,-1.18754012379087 52.9129720658449,-1.18753383468556 52.9129664494085,-1.18752904397017 52.9129602143398,-1.1875263418378 52.9129536336599,-1.18752542825116 52.9129467951255))",4333333,0D4F70B58DFD27B3E050A00A568A259B,1.75,0.0,3.0,45.2689275671,162.65417937,59.2018544809
"POLYGON ((-1.18642454107295 52.9134638852804,-1.18642570618786 52.9134572412978,-1.18642865266201 52.9134507890769,-1.18643352512411 52.9134447095467,-1.18643987261994 52.9134392697667,-1.18644784247313 52.9134345596598,-1.18645698462779 52.913430756905,-1.18646714816693 52.9134280397227,-1.18647788662784 52.913426315482,-1.18648889997323 52.9134258512425,-1.1865000417777 52.9134264671589,-1.18651071376329 52.9134283376594,-1.18652077219953 52.9134311935176,-1.18652976972539 52.9134351203224,-1.18653756081385 52.913439938228,-1.18654370349377 52.913445463597,-1.18654834688547 52.9134516081315,-1.1865510508145 52.9134580988131,-1.18655196709607 52.9134647574215,-1.18655080198116 52.913471401403,-1.18654785550701 52.9134778536207,-1.18654298304491 52.9134839331463,-1.18653663554908 52.9134893729207,-1.18652866569589 52.9134940830216,-1.18651952354123 52.9134978857708,-1.18650936000209 52.9135006029488,-1.18649862064289 52.9135023271866,-1.18648745907548 52.9135027903418,-1.18647646639132 52.9135021760517,-1.18646579440573 52.9135003050126,-1.18645573596949 52.9134974491589,-1.18644673844363 52.9134935223598,-1.18643894645684 52.9134887044601,-1.18643280467525 52.9134831790967,-1.18642816128355 52.9134770345667,-1.18642545735452 52.9134705438879,-1.18642454107295 52.9134638852804))",4333334,0D4F70B58DFE27B3E050A00A568A259B,1.73333333333,0.0,3.0,44.535418603,157.42672723,57.2978488603
"POLYGON ((-1.18256372930549 52.9090966187573,-1.18252738167253 52.9089262905019,-1.18264026397123 52.9089170881771,-1.18268052646217 52.9091085688359,-1.18251775891912 52.9091216528083,-1.18251309756112 52.909100675435,-1.18256372930549 52.9090966187573))",4333335,0D4F70B58DFF27B3E050A00A568A259B,4.68181818182,0.0,7.0,107.878809308,472.590315501,172.041673449
"POLYGON ((-1.18214876244121 52.909197501956,-1.18207445110609 52.9088243816606,-1.18217912549801 52.9088167417519,-1.18225284125008 52.9091899477106,-1.18214876244121 52.909197501956))",4333336,0D4F70B58E0027B3E050A00A568A259B,5.64383561644,0.0,9.0,162.148981607,811.880811971,295.557118637
"POLYGON ((-1.18270131886765 52.9093311984461,-1.18287825014784 52.9092528590838,-1.18293683288076 52.9093004555061,-1.18275914881237 52.9093792395621,-1.18270131886765 52.9093311984461))",4333337,0D4F70B58E0127B3E050A00A568A259B,3.77272727273,0.0,8.0,70.8839876479,268.180149589,97.6269133446
"POLYGON ((-1.18260622321159 52.9094065948628,-1.18218382099169 52.9094520522764,-1.1821655842931 52.9093939454627,-1.18258947142817 52.9093485882127,-1.18260622321159 52.9094065948628))",4333338,0D4F70B58E0227B3E050A00A568A259B,4.26530612245,0.0,8.0,117.472780103,521.11298941,189.702549573
"POLYGON ((-1.18199664801908 52.909213355357,-1.18135586894674 52.909279691129,-1.18133911177347 52.9092220434928,-1.18198048283556 52.9091558024399,-1.18199664801908 52.909213355357))",4333339,0D4F70B58E0327B3E050A00A568A259B,3.81944444444,0.0,7.0,166.388923928,781.175930855,284.376579438
"POLYGON ((-1.18213762333143 52.9096549842551,-1.18210436051315 52.9095262073294,-1.182201937316 52.9095165408506,-1.18223743065114 52.909645332974,-1.18213762333143 52.9096549842551))",4333340,0D4F70B58E0427B3E050A00A568A259B,4.82608695652,0.0,7.0,70.416762449,267.989482744,97.5563041675
"POLYGON ((-1.18256334033465 52.9097496035351,-1.18276386586572 52.9098004238982,-1.18272567399138 52.9098545466959,-1.18252589136704 52.9098037318138,-1.18256334033465 52.9097496035351))",4333341,0D4F70B58E0527B3E050A00A568A259B,4.8,0.0,9.0,70.0338263278,262.100212479,95.4114753307
"POLYGON ((-1.1824673508549 52.9097934407609,-1.18225294545435 52.9097690436529,-1.18227109142313 52.9097134341878,-1.18248549682367 52.9097378318688,-1.1824673508549 52.9097934407609))",4333342,0D4F70B58E0627B3E050A00A568A259B,4.16666666667,0.0,8.0,69.5005440372,254.090889531,92.4960797012
"POLYGON ((-1.18113802299855 52.9095011269215,-1.18155919722146 52.9094499112695,-1.18157759741339 52.9095072102559,-1.18115584467545 52.9095575232822,-1.18113802299855 52.9095011269215))",4333343,0D4F70B58E0727B3E050A00A568A259B,3.58333333333,0.0,8.0,117.058012691,511.206868948,186.09554458
"POLYGON ((-1.1817579467832 52.909500181564,-1.18182636606841 52.9097518154963,-1.18173086527219 52.9097617652574,-1.18165783134135 52.9095104596846,-1.1817579467832 52.909500181564))",4333344,0D4F70B58E0827B3E050A00A568A259B,5.6170212766,0.0,8.0,116.257084854,520.09543352,189.330156096
"POLYGON ((-1.18120058437003 52.9092585751428,-1.18093353499895 52.9090533063313,-1.18101020171692 52.9090169782093,-1.18127695913555 52.9092219752316,-1.18120058437003 52.9092585751428))",4333345,0D4F70B58E0927B3E050A00A568A259B,5.28571428571,0.0,8.0,117.972854198,522.517954831,190.216348183
"POLYGON ((-1.18068216751758 52.9093018380639,-1.18027993876418 52.9089951345135,-1.1803563135297 52.9089585354632,-1.1807580859389 52.9092657745267,-1.18068216751758 52.9093018380639))",4333346,0D4F70B58E0A27B3E050A00A568A259B,5.61643835616,0.0,9.0,166.02244169,780.408607554,284.098452856
"POLYGON ((-1.18013623796293 52.9092191478089,-1.18040571278529 52.9094060969915,-1.18032762223758 52.9094469094172,-1.18005799021006 52.9092604084423,-1.18013623796293 52.9092191478089))",4333347,0D4F70B58E0B27B3E050A00A568A259B,5.65957446809,0.0,8.0,114.470575126,527.213156458,191.923886219
"POLYGON ((-1.17982313017036 52.9095006025054,-1.17968582537408 52.9094093117556,-1.17976245526114 52.9093671411176,-1.17989975197255 52.9094588810693,-1.17982313017036 52.9095006025054))",4333348,0D4F70B58E0C27B3E050A00A568A259B,5.45454545455,0.0,8.0,68.6014913787,262.43235213,95.5340488456
"POLYGON ((-1.18082582070801 52.9092773881288,-1.18109091624334 52.9094838125198,-1.18101545865773 52.9095190702903,-1.18074917015968 52.9093128172618,-1.18082582070801 52.9092773881288))",4333349,0D4F70B58E0D27B3E050A00A568A259B,5.71739130435,0.0,8.0,117.821864482,515.413094396,187.627672044
"POLYGON ((-1.18113220281364 52.9098730668793,-1.18153665669418 52.9097782273773,-1.18157204941805 52.9098333063879,-1.18116685352907 52.9099280504219,-1.18113220281364 52.9098730668793))",4333350,0D4F70B58E0E27B3E050A00A568A259B,3.61224489796,0.0,7.0,118.446342559,525.989124217,191.473683435
"POLYGON ((-1.18074310024312 52.9097293426584,-1.18092893652256 52.9099519414491,-1.18083113603919 52.9099812921809,-1.18064543540535 52.9097594135254,-1.18074310024312 52.9097293426584))",4333351,0D4F70B58E0F27B3E050A00A568A259B,5.58490566038,0.0,8.0,116.247960901,559.719254441,203.752322198
"POLYGON ((-1.18048330925949 52.9095806658136,-1.18037066950603 52.9094823546641,-1.18045535728116 52.9094465318155,-1.18056724514478 52.9095452872826,-1.18048330925949 52.9095806658136))",4333352,0D4F70B58E1027B3E050A00A568A259B,4.95652173913,0.0,7.0,67.0501213846,252.827216366,92.0371138344
"POLYGON ((-1.1801018926744 52.9097312149438,-1.1798581626698 52.9095352735452,-1.17994228989621 52.9094976488726,-1.18018572974501 52.9096932285527,-1.1801018926744 52.9097312149438))",4333353,0D4F70B58E1127B3E050A00A568A259B,5.79591836735,0.0,8.0,113.68699851,527.043374806,191.85960843
"POLYGON ((-1.18602024440586 52.8969913368353,-1.18602453835269 52.8973891463031,-1.18592731368944 52.8973894692776,-1.18592301884428 52.8969917497697,-1.18602024440586 52.8969913368353))",4334003,0D4F70B5909B27B3E050A00A568A259B,4.71621621622,0.0,7.0,168.451645786,794.455152673,289.370317307
"POLYGON ((-1.18539407014341 52.8970418822447,-1.18504996059217 52.8970408721282,-1.18505056515839 52.8969689614244,-1.1853946621332 52.8969706006986,-1.18539407014341 52.8970418822447))",4334004,0D4F70B5909C27B3E050A00A568A259B,3.54166666667,0.0,8.0,103.03648368,506.101479296,184.342701342
"POLYGON ((-1.18498752678156 52.8970408938045,-1.18498633022556 52.8971047099225,-1.18461474839631 52.897102161333,-1.18461594585061 52.8970383452113,-1.18498752678156 52.8970408938045))",4334005,0D4F70B5909D27B3E050A00A568A259B,3.69230769231,0.0,7.0,106.287754707,487.176348318,177.448876461
"POLYGON ((-1.18561149478147 52.8973858677862,-1.18551457374878 52.8973858331044,-1.18551515046738 52.8969901240439,-1.18561206970345 52.896990159268,-1.18561149478147 52.8973858677862))",4334006,0D4F70B5909E27B3E050A00A568A259B,4.60606060606,0.0,7.0,167.621560129,787.838297521,286.960264174
"POLYGON ((-1.18497000693841 52.8973410187335,-1.18534233436939 52.8973435711023,-1.1853418897033 52.8974069429557,-1.18496954520434 52.8974052896084,-1.18497000693841 52.8973410187335))",4334007,0D4F70B5909F27B3E050A00A568A259B,4.125,0.0,9.0,106.455015107,488.165979268,177.806855993
"POLYGON ((-1.18463687569813 52.8976263943026,-1.18514521345306 52.8976294305718,-1.18514393335376 52.8976977414237,-1.18463559380217 52.8976947046174,-1.18463687569813 52.8976263943026))",4334008,0D4F70B590A027B3E050A00A568A259B,4.88235294118,0.0,9.0,138.39466169,713.414087015,259.846548444
"POLYGON ((-1.19995875319481 52.8982390346537,-1.1999065287374 52.8982819222101,-1.19983074147011 52.8982481514601,-1.19988296592752 52.8982052638703,-1.19995875319481 52.8982390346537))",4334292,0D4F70B591BC27B3E050A00A568A259B,1.36363636364,0.0,6.0,40.6178491435,103.000982211,37.5149065325
"POLYGON ((-1.19108087571495 52.8950769862471,-1.19130012123839 52.894837563052,-1.19139989801534 52.8948755472952,-1.19118619869049 52.8951124920251,-1.19108087571495 52.8950769862471))",4334293,0D4F70B591BD27B3E050A00A568A259B,4.43548387097,0.0,7.0,126.812038411,665.123133994,242.287149736
"POLYGON ((-1.19102616112778 52.8947422088523,-1.19080391702793 52.8949829597698,-1.19070155759452 52.8949480137035,-1.19092513120098 52.8947077210708,-1.19102616112778 52.8947422088523))",4334294,0D4F70B591BE27B3E050A00A568A259B,4.3606557377,0.0,7.0,127.710722936,661.392475184,240.929639043
"POLYGON ((-1.19003405364272 52.8944742214088,-1.18987901789925 52.8946418057492,-1.18977236092553 52.8946061998688,-1.18992457595901 52.8944384164986,-1.19003405364272 52.8944742214088))",4334295,0D4F70B591BF27B3E050A00A568A259B,4.54545454545,0.0,7.0,98.1388564653,484.89802114,176.639394914
"POLYGON ((-1.19031351862929 52.8948164633298,-1.19053767164911 52.8945770744635,-1.19064004096399 52.8946114816002,-1.19041558251695 52.894851317915,-1.19031351862929 52.8948164633298))",4334296,0D4F70B591C027B3E050A00A568A259B,4.93220338983,0.0,7.0,127.655942415,662.659717557,241.392741103
"POLYGON ((-1.18724046288941 52.8938938550047,-1.18738559470679 52.8939622676693,-1.18731847528362 52.8940143969254,-1.18717333448311 52.8939464330749,-1.18724046288941 52.8938938550047))",4334297,0D4F70B591C127B3E050A00A568A259B,4.65217391304,0.0,9.0,65.3815941634,250.092604599,91.1066101912
"POLYGON ((-1.18627966528535 52.8935277057266,-1.18659658103626 52.8936301068729,-1.18654298395307 52.8936903283826,-1.18622652095307 52.8935875707747,-1.18627966528535 52.8935277057266))",4334298,0D4F70B591C227B3E050A00A568A259B,5.04444444444,0.0,9.0,105.170300552,503.033113098,183.253621425
"POLYGON ((-1.18712363069842 52.8939256873521,-1.1868245321329 52.8938003072108,-1.18688875718421 52.8937440236569,-1.18718815578703 52.8938692262022,-1.18712363069842 52.8939256873521))",4334299,0D4F70B591C327B3E050A00A568A259B,4.77083333333,0.0,9.0,106.359686896,512.180070011,186.583878189
"POLYGON ((-1.18649259924526 52.893984026272,-1.18619050120499 52.8938839742201,-1.18624664321535 52.8938227812665,-1.18654799834889 52.8939228280401,-1.18649259924526 52.893984026272))",4334300,0D4F70B591C427B3E050A00A568A259B,4.97727272727,0.0,8.0,102.426334559,493.882513034,179.917652608
"POLYGON ((-1.18809910587611 52.8939285791808,-1.18969482374012 52.8944676839854,-1.18963553762625 52.8945302953678,-1.18804185714129 52.8939934507151,-1.18809910587611 52.8939285791808))",4334301,0D4F70B591C527B3E050A00A568A259B,5.00403225806,0.0,7.0,433.647949267,2731.82145206,995.166342016
"POLYGON ((-1.18898046366274 52.894681973088,-1.18857262403205 52.8944728833587,-1.18864600022114 52.894419987266,-1.18905413809253 52.8946289889146,-1.18898046366274 52.894681973088))",4334302,0D4F70B591C627B3E050A00A568A259B,4.57971014493,0.0,8.0,144.663116719,759.381364354,276.628518101
"POLYGON ((-1.18823893493806 52.8945119561362,-1.18844128045585 52.894700766391,-1.18835368034253 52.8947352270812,-1.18815133482478 52.8945464164346,-1.18823893493806 52.8945119561362))",4334303,0D4F70B591C727B3E050A00A568A259B,5.73333333333,0.0,9.0,106.257720085,482.975125006,175.938292433
"POLYGON ((-1.18848275477415 52.8948678030428,-1.18838862840034 52.8947741202413,-1.18849341059013 52.8947349225127,-1.18858722165525 52.8948295917218,-1.18848275477415 52.8948678030428))",4334304,0D4F70B591C827B3E050A00A568A259B,4.56,0.0,7.0,67.8911401727,277.101929508,100.941927583
"POLYGON ((-1.18803184631529 52.8949352901721,-1.18775057122339 52.894674923565,-1.18784640080303 52.8946375531617,-1.18812768038652 52.894897740071,-1.18803184631529 52.8949352901721))",4334305,0D4F70B591C927B3E050A00A568A259B,5.44776119403,0.0,9.0,140.088513776,728.787286649,265.480837026
"POLYGON ((-1.18745485930677 52.8939942040201,-1.18772772347273 52.8941475403397,-1.18765474254234 52.8941951343897,-1.18738187837638 52.8940417982384,-1.18745485930677 52.8939942040201))",4334306,0D4F70B591CA27B3E050A00A568A259B,5.15555555556,0.0,8.0,106.949625594,496.620843245,180.913576437
"POLYGON ((-1.18727999684661 52.8942598136773,-1.18751631664846 52.8944040905156,-1.18743365008266 52.8944529670566,-1.18719852414182 52.894308428081,-1.18727999684661 52.8942598136773))",4334307,0D4F70B591CB27B3E050A00A568A259B,4.91666666667,0.0,8.0,100.437071054,479.463429109,174.661222542
"POLYGON ((-1.1866382323224 52.894303696926,-1.18663954835425 52.8943684291619,-1.18644747597001 52.8943698116543,-1.18644616083646 52.8943050788785,-1.1866382323224 52.894303696926))",4334308,0D4F70B591CC27B3E050A00A568A259B,3.90909090909,0.0,7.0,66.6566378119,255.427956188,93.0486112735
"POLYGON ((-1.18756771375744 52.8944377027629,-1.18779439822955 52.8945965658287,-1.1877065968936 52.8946418117104,-1.18748065532823 52.8944829531459,-1.18756771375744 52.8944377027629))",4334309,0D4F70B591CD27B3E050A00A568A259B,5.44680851064,0.0,8.0,102.950239128,495.641394829,180.553079534
"POLYGON ((-1.1864055264427 52.8946257221113,-1.1858704368586 52.8946243054849,-1.1858709938141 52.8945549113299,-1.18640608160158 52.8945563274166,-1.1864055264427 52.8946257221113))",4334310,0D4F70B591CE27B3E050A00A568A259B,3.48611111111,0.0,9.0,144.742745911,762.747311502,277.854303416
"POLYGON ((-1.18679431819612 52.894779853385,-1.18679260151574 52.8945537586255,-1.18689814098526 52.8945535819534,-1.1868991147589 52.8947796718363,-1.18679431819612 52.894779853385))",4334311,0D4F70B591CF27B3E050A00A568A259B,5.16666666667,0.0,8.0,106.85367183,488.422638772,177.922409755
"POLYGON ((-1.19143513802544 52.8953224696008,-1.19169105008387 52.8949977155378,-1.191794269205 52.8950264645589,-1.19155625877354 52.8953558351,-1.19143513802544 52.8953224696008))",4334312,0D4F70B591D027B3E050A00A568A259B,4.04938271605,0.0,7.0,160.131532865,911.138189089,331.900926413
"POLYGON ((-1.19142612343147 52.8955194556293,-1.19094573316338 52.8953897961531,-1.19100216712624 52.8953126915667,-1.19148463968912 52.8954581864052,-1.19142612343147 52.8955194556293))",4334313,0D4F70B591D127B3E050A00A568A259B,4.62820512821,0.0,7.0,147.231178288,846.633287689,308.400322916
"POLYGON ((-1.19030043466707 52.895000206806,-1.18999302398996 52.8954237598893,-1.18988416704208 52.8953944318102,-1.19018889175653 52.8949714902836,-1.19030043466707 52.895000206806))",4334314,0D4F70B591D227B3E050A00A568A259B,4.53398058252,0.0,7.0,197.188310919,1140.54583636,415.467246044
"POLYGON ((-1.19088259687034 52.8951960947213,-1.19057560121486 52.8956215393786,-1.19046555130429 52.8955923832239,-1.19077565333404 52.8951677690611,-1.19088259687034 52.8951960947213))",4334315,0D4F70B591D327B3E050A00A568A259B,5.07692307692,0.0,7.0,197.623177711,1129.41062899,411.407201304
"POLYGON ((-1.1901270661049 52.8958885253005,-1.19034379365064 52.8955852617728,-1.1904556186322 52.8956148791112,-1.19024215646252 52.8959184345276,-1.1901270661049 52.8958885253005))",4334316,0D4F70B591D427B3E050A00A568A259B,5.06493506494,0.0,7.0,149.331105237,838.629705588,305.480274581
"POLYGON ((-1.19013139598471 52.8956161764815,-1.18930122420269 52.8955354560205,-1.18932054247292 52.8954640321793,-1.19015116610755 52.8955443961857,-1.19013139598471 52.8956161764815))",4334317,0D4F70B591D527B3E050A00A568A259B,4.4649122807,0.0,7.0,214.034066561,1253.69117877,456.675575157
"POLYGON ((-1.18992217835482 52.8958354401786,-1.18939255501922 52.8957792416399,-1.18941314260894 52.8957115119587,-1.18994202124119 52.8957677051659,-1.18992217835482 52.8958354401786))",4334318,0D4F70B591D627B3E050A00A568A259B,2.26470588235,0.0,4.0,145.042208837,759.696455321,276.727724786
"POLYGON ((-1.19107477076381 52.8960041990174,-1.19066133552719 52.8958948609144,-1.19070893276256 52.8958293825625,-1.19112310012618 52.8959392654621,-1.19107477076381 52.8960041990174))",4334319,0D4F70B591D727B3E050A00A568A259B,4.71666666667,0.0,7.0,126.946055699,662.25298055,241.23122819
"POLYGON ((-1.1894627359007 52.8960413108301,-1.19009921563603 52.8961067769396,-1.19008009050358 52.8961758651354,-1.18944361795479 52.896109949337,-1.1894627359007 52.8960413108301))",4334320,0D4F70B591D827B3E050A00A568A259B,2.22619047619,0.0,4.0,169.532064747,926.14283738,337.3524352
"POLYGON ((-1.17692530879942 52.8957902015037,-1.17692612626637 52.8957313268841,-1.1773589471469 52.8957334241313,-1.1773581305783 52.89579229929,-1.17692530879942 52.8957902015037))",4334382,0D4F70B5921627B3E050A00A568A259B,3.2,0.0,7.0,118.09487058,523.480884114,190.684158361
"POLYGON ((-1.19570251022088 52.9033371293898,-1.19616343579337 52.9034957626085,-1.1961026216452 52.9035604345178,-1.19564065672193 52.9034017040067,-1.19570251022088 52.9033371293898))",4334383,0D4F70B5921727B3E050A00A568A259B,5.4,0.0,8.0,145.745927884,812.616499083,295.899761801
"POLYGON ((-1.19554765324219 52.9033901072516,-1.19544424277992 52.9033544386627,-1.19552386046365 52.9032699381793,-1.19562727092593 52.9033056068377,-1.19554765324219 52.9033901072516))",4334384,0D4F70B5921827B3E050A00A568A259B,4.85714285714,0.0,8.0,62.3977586763,237.873135651,86.6177240565
"POLYGON ((-1.19749664347355 52.9035170862143,-1.19739594951668 52.9034951915227,-1.19744121472559 52.9034189975409,-1.19754190868249 52.9034408922711,-1.19749664347355 52.9035170862143))",4334385,0D4F70B5921927B3E050A00A568A259B,5.0,0.0,6.0,53.706505916,177.989945078,64.8117780725
"POLYGON ((-1.1973811821117 52.9035380608732,-1.19748377061551 52.9035620356149,-1.19743553827122 52.9036378500673,-1.1973328015454 52.9036138737421,-1.1973811821117 52.9035380608732))",4334386,0D4F70B5921A27B3E050A00A568A259B,4.29411764706,0.0,6.0,54.4901909424,183.703277645,66.891815693
"POLYGON ((-1.19704790803937 52.9036479074304,-1.19684923842767 52.9036018880128,-1.1968925767503 52.9035335024849,-1.19709109903827 52.9035794304065,-1.19704790803937 52.9036479074304))",4334387,0D4F70B5921B27B3E050A00A568A259B,3.75,0.0,7.0,74.3937069397,320.07867734,116.550140928
"POLYGON ((-1.19720007366536 52.9037808093963,-1.19728661556332 52.9036352265483,-1.19740581481507 52.9036613815408,-1.19731972836293 52.9038065178383,-1.19720007366536 52.9037808093963))",4334388,0D4F70B5921C27B3E050A00A568A259B,4.15789473684,0.0,7.0,85.2528274641,402.64957015,146.615765517
"POLYGON ((-1.1971578223042 52.9038869579424,-1.19711547572167 52.9039499572065,-1.19699455619616 52.9039202843385,-1.19703690277872 52.9038572855732,-1.1971578223042 52.9038869579424))",4334389,0D4F70B5921D27B3E050A00A568A259B,4.5,0.0,7.0,54.1572073717,182.326909398,66.3896803472
"POLYGON ((-1.19734053603982 52.903919564799,-1.19740936226197 52.9039362101077,-1.19736730314031 52.9039997505792,-1.19729847691816 52.903983105295,-1.19734053603982 52.903919564799))",4334390,0D4F70B5921E27B3E050A00A568A259B,3.1,0.0,6.0,41.7638954441,104.233860435,37.9539945159
"POLYGON ((-1.19685943071261 52.9041444652916,-1.19722607540104 52.9042324306213,-1.19717727172823 52.9043068926089,-1.19681181461259 52.9042190249576,-1.19685943071261 52.9041444652916))",4334391,0D4F70B5921F27B3E050A00A568A259B,4.28813559322,0.0,7.0,117.245323336,647.455894764,235.751014469
"POLYGON ((-1.19680707150809 52.9038642723765,-1.19684838862132 52.9038007273718,-1.19697124940616 52.9038298736696,-1.19692993319124 52.9038934191734,-1.19680707150809 52.9038642723765))",4334392,0D4F70B5922027B3E050A00A568A259B,4.17647058824,0.0,6.0,54.5887747277,185.144293976,67.4157362539
"POLYGON ((-1.19549353244101 52.903896291915,-1.19578921201875 52.9036089247053,-1.19588799885227 52.9036454605471,-1.19559348528776 52.9039340942937,-1.19549353244101 52.903896291915))",4334393,0D4F70B5922127B3E050A00A568A259B,4.31506849315,0.0,7.0,151.004413537,813.328810921,296.154752027
"POLYGON ((-1.19667269342269 52.9044260087665,-1.19630531121741 52.9043376770199,-1.19635280514655 52.9042617684321,-1.19672344643967 52.9043506611136,-1.19667269342269 52.9044260087665))",4334394,0D4F70B5922227B3E050A00A568A259B,4.03278688525,0.0,7.0,118.413110405,662.813553231,241.341735531
"POLYGON ((-1.19442475374693 52.9025704938571,-1.19435123742072 52.9024621232502,-1.19444981225188 52.9024377106346,-1.19452288211537 52.9025460780515,-1.19442475374693 52.9025704938571))",4334395,0D4F70B5922327B3E050A00A568A259B,4.52173913043,0.0,7.0,66.8795437563,255.733786653,93.124948111
"POLYGON ((-1.19439357322335 52.9026725815871,-1.19395928449558 52.9027779591063,-1.19391996613393 52.9027175535373,-1.19435497890382 52.9026131696026,-1.19439357322335 52.9026725815871))",4334396,0D4F70B5922427B3E050A00A568A259B,3.5,0.0,7.0,127.97998983,618.916094734,225.375089755
"POLYGON ((-1.19375485578477 52.9023535334683,-1.1939296769222 52.9026268271761,-1.19379348513849 52.9026594338973,-1.19361701020267 52.9023871173347,-1.19375485578477 52.9023535334683))",4334397,0D4F70B5922527B3E050A00A568A259B,7.35802469136,0.0,11.0,140.88403428,887.378780883,323.137216671
"POLYGON ((-1.19472584208065 52.903058228943,-1.19514732352727 52.9032029359636,-1.19508756849284 52.9032665354863,-1.1946680561533 52.9031198645374,-1.19472584208065 52.903058228943))",4334398,0D4F70B5922627B3E050A00A568A259B,4.78461538462,0.0,7.0,134.525735823,716.872006019,261.03959308
"POLYGON ((-1.19386137711264 52.9029026072649,-1.19352512422685 52.9029804216957,-1.1934778611648 52.9029075569242,-1.19370435968575 52.9028556063339,-1.19362765164535 52.9027350781669,-1.19373905262212 52.9027085059426,-1.19386137711264 52.9029026072649))",4334399,0D4F70B5922727B3E050A00A568A259B,4.40243902439,0.0,7.0,156.993815603,895.497762017,326.088510363
"POLYGON ((-1.19256725872388 52.9026189293431,-1.19243765248965 52.9024170464596,-1.19257352447309 52.902385697711,-1.19270493182947 52.9025866932089,-1.19256725872388 52.9026189293431))",4334400,0D4F70B5922827B3E050A00A568A259B,7.66101694915,0.0,11.0,112.463719121,651.27777872,237.161601256
"POLYGON ((-1.19281232003175 52.9027841999754,-1.1929334237118 52.9029717312243,-1.1928084339197 52.9030014464631,-1.19268793211091 52.9028135593566,-1.19281232003175 52.9027841999754))",4334401,0D4F70B5922927B3E050A00A568A259B,5.98,0.0,11.0,104.148383818,554.166822361,201.795197426
"POLYGON ((-1.19505625951001 52.9036806434212,-1.19531258659006 52.9034310358781,-1.19541535655358 52.9034692174002,-1.19515872584294 52.9037191823275,-1.19505625951001 52.9036806434212))",4334402,0D4F70B5922A27B3E050A00A568A259B,4.34848484848,0.0,7.0,135.330729423,728.76395642,265.364847943
"POLYGON ((-1.1947549412074 52.9035418742494,-1.1943359112632 52.9033931376985,-1.19439503657862 52.903331511704,-1.19481601946028 52.9034790927484,-1.1947549412074 52.9035418742494))",4334403,0D4F70B5922B27B3E050A00A568A259B,4.60294117647,0.0,7.0,134.90360046,719.709320974,262.069475036
"POLYGON ((-1.19392519253179 52.9036381003906,-1.19410180491009 52.9034543864933,-1.19420477429959 52.9034897835444,-1.19403111378529 52.9036746860557,-1.19392519253179 52.9036381003906))",4334404,0D4F70B5922C27B3E050A00A568A259B,4.59183673469,0.0,7.0,105.196194004,525.003185418,191.169559327
