geometry,id,ID,height_mean,height_min,height_max,Shape_Leng,Shape_Area,BNG_Area
"POLYGON ((-1.19133126582542 52.9026400128043,-1.19149177051229 52.9026032588375,-1.19148946363865 52.9025993781906,-1.1915052874624 52.9025958898346,-1.19152652633063 52.9026290254131,-1.19179261989441 52.9025664707036,-1.1918309132783 52.9026258811267,-1.19138595436161 52.9027291098346,-1.19133126582542 52.9026400128043))",3942785,0D4F70AF7CA327B3E050A00A568A259B,4.23880597015,0.0,8.0,142.464648358,742.812657682,270.492525262
"POLYGON ((-1.1908486549218 52.9028729688989,-1.19100994293946 52.9031376349958,-1.19090483915282 52.9031611911234,-1.19074549598775 52.9028959091042,-1.1908486549218 52.9028729688989))",3942786,0D4F70AF7CA427B3E050A00A568A259B,5.13559322034,0.0,7.0,128.836834873,643.451151211,234.306075759
"POLYGON ((-1.19122399170845 52.9038986932709,-1.19118562735762 52.9038351472329,-1.19145093938708 52.903775105076,-1.19149068085523 52.9038365928166,-1.19122399170845 52.9038986932709))",3942787,0D4F70AF7CA527B3E050A00A568A259B,4.11111111111,0.0,7.0,88.02991151,390.660635789,142.249664916
"POLYGON ((-1.18874200047661 52.9025613324453,-1.18877262673967 52.9024338922844,-1.18886835570798 52.9024426359641,-1.18883773842806 52.9025696263729,-1.18874200047661 52.9025613324453))",3942788,0D4F70AF7CA627B3E050A00A568A259B,5.20833333333,0.0,8.0,68.9939908791,255.568624147,93.0649079939
"POLYGON ((-1.18852753488855 52.9032983452364,-1.18831001682556 52.9032829263856,-1.18832000159997 52.9032259122967,-1.18853752774783 52.9032408814485,-1.18852753488855 52.9032983452364))",3942789,0D4F70AF7CA727B3E050A00A568A259B,3.77272727273,0.0,8.0,69.9973551247,258.919580065,94.2818674143
"POLYGON ((-1.18666841840663 52.9028990967178,-1.18655520642632 52.9027917981427,-1.18663607546318 52.9027604393703,-1.18674928834182 52.9028677380231,-1.18666841840663 52.9028990967178))",3942790,0D4F70AF7CA827B3E050A00A568A259B,5.30434782609,0.0,8.0,68.3503698843,251.210152195,91.4764350161
"POLYGON ((-1.18829828931924 52.9038311978848,-1.18844286238457 52.9037324033836,-1.18851498991538 52.9037711004565,-1.18836968292645 52.9038694408221,-1.18829828931924 52.9038311978848))",3942791,0D4F70AF7CA927B3E050A00A568A259B,3.27272727273,0.0,7.0,70.0074028095,259.880094012,94.6292823412
"POLYGON ((-1.18876823846874 52.903983180066,-1.18888728680356 52.9038976946925,-1.18897270221407 52.9039414262249,-1.18885365387925 52.904026912054,-1.18876823846874 52.903983180066))",3942792,0D4F70AF7CAA27B3E050A00A568A259B,3.73913043478,0.0,8.0,66.1537358144,256.98173903,93.5732123847
"POLYGON ((-1.18783133155951 52.9039410052294,-1.18792738302302 52.9039326720113,-1.18794516068245 52.9040076747094,-1.18784910921894 52.9040160079131,-1.18783133155951 52.9039410052294))",3942793,0D4F70AF7CAB27B3E050A00A568A259B,2.21428571429,0.0,5.0,49.5717876474,151.055387498,55.0028675041
"POLYGON ((-1.19679696995237 52.9045153936203,-1.19684057058308 52.9044489871602,-1.19696298580353 52.9044782207959,-1.19691953249655 52.904544718236,-1.19679696995237 52.9045153936203))",3942794,0D4F70AF7CAC27B3E050A00A568A259B,3.16666666667,0.0,6.0,55.7086650655,193.41814749,70.4263541829
"POLYGON ((-1.19617300105399 52.9045058723132,-1.19628997517876 52.9045318333524,-1.19624320439345 52.9046088256354,-1.19612623026865 52.9045828646424,-1.19617300105399 52.9045058723132))",3942795,0D4F70AF7CAD27B3E050A00A568A259B,3.9,0.0,6.0,58.017943664,209.983761952,76.4579313818
"POLYGON ((-1.19635060786717 52.9046217776809,-1.1962782306047 52.9046041183611,-1.1963211961265 52.9045399551477,-1.19639342247199 52.9045577033513,-1.19635060786717 52.9046217776809))",3942796,0D4F70AF7CAE27B3E050A00A568A259B,2.88888888889,0.0,7.0,42.8950517235,110.848616003,40.3614376405
"POLYGON ((-1.19579635991297 52.9046608185523,-1.19544893737499 52.9045383697994,-1.19551425837097 52.9044713018184,-1.19586137188845 52.904594377639,-1.19579635991297 52.9046608185523))",3942797,0D4F70AF7CAF27B3E050A00A568A259B,5.65517241379,0.0,8.0,118.211923018,640.64951606,233.269093322
"POLYGON ((-1.19602616423399 52.9049046362768,-1.19605189917031 52.9048637290893,-1.19616915356943 52.9048906808842,-1.19614341863315 52.904931588588,-1.19602616423399 52.9049046362768))",3942798,0D4F70AF7CB027B3E050A00A568A259B,2.7,0.0,6.0,44.0877084218,112.80064726,41.0716019165
"POLYGON ((-1.19569114383643 52.9056784218206,-1.19564726472799 52.9057436571937,-1.19552515942634 52.9057136155052,-1.19556903853475 52.9056483800868,-1.19569114383643 52.9056784218206))",3942799,0D4F70AF7CB127B3E050A00A568A259B,4.125,0.0,7.0,55.3474130852,190.747034451,69.4499526445
"POLYGON ((-1.19615647834038 52.9056964919285,-1.1961088002566 52.9057661965734,-1.19598625837369 52.9057356131013,-1.19603393645747 52.9056659084072,-1.19615647834038 52.9056964919285))",3942800,0D4F70AF7CB227B3E050A00A568A259B,4.0,0.0,7.0,57.3605529571,205.460557048,74.8069907463
"POLYGON ((-1.1955782911822 52.9056304643719,-1.19562537817448 52.905560575838,-1.19574896210313 52.9055910770799,-1.19570187511081 52.9056609650228,-1.1955782911822 52.9056304643719))",3942801,0D4F70AF7CB327B3E050A00A568A259B,3.36842105263,0.0,6.0,57.5762787372,206.967264263,75.3559440422
"POLYGON ((-1.19608808780107 52.9057847542635,-1.19604403082624 52.905851606743,-1.19591969231276 52.9058216404393,-1.19596375018593 52.9057547879136,-1.19608808780107 52.9057847542635))",3942802,0D4F70AF7CB427B3E050A00A568A259B,4.35294117647,0.0,7.0,56.366751975,197.913206264,72.0587566972
"POLYGON ((-1.19596501321712 52.9059436629639,-1.19593839703352 52.9059839346884,-1.19583463353331 52.9059589616725,-1.19586124881862 52.9059186899247,-1.19596501321712 52.9059436629639))",3942803,0D4F70AF7CB527B3E050A00A568A259B,3.88888888889,0.0,7.0,40.8767820179,99.5148758332,36.2323954937
"POLYGON ((-1.19456765684308 52.904638476901,-1.19467196921399 52.9045293334212,-1.19477138217325 52.9045642560487,-1.19466826276506 52.9046732282279,-1.19456765684308 52.904638476901))",3942804,0D4F70AF7CB627B3E050A00A568A259B,2.69230769231,0.0,6.0,72.1219219286,298.323108267,108.623293539
"POLYGON ((-1.19540077959094 52.9044573197372,-1.19533743758357 52.9045218840155,-1.19515915883054 52.9044584705527,-1.19522279997691 52.9043938184056,-1.19540077959094 52.9044573197372))",3942805,0D4F70AF7CB727B3E050A00A568A259B,5.4,0.0,8.0,73.7828833714,319.230567844,116.236723447
"POLYGON ((-1.1942856397427 52.9044768245387,-1.19418569587909 52.9044384819016,-1.19427090737208 52.9043572561041,-1.19437085033736 52.9043955988129,-1.1942856397427 52.9044768245387))",3942806,0D4F70AF7CB827B3E050A00A568A259B,3.33333333333,0.0,6.0,61.8518571386,233.916168737,85.1726231778
"POLYGON ((-1.19398010025639 52.9047498279881,-1.19388636824298 52.9047052341649,-1.1939851586698 52.904629404784,-1.19407889068321 52.9046739981434,-1.19398010025639 52.9047498279881))",3942807,0D4F70AF7CB927B3E050A00A568A259B,3.09090909091,0.0,7.0,62.1778056803,236.545095626,86.1287835801
"POLYGON ((-1.19476068503467 52.9049008354821,-1.1948501177112 52.9048084015705,-1.19495793979986 52.9048468869181,-1.1948692590132 52.9049388770059,-1.19476068503467 52.9049008354821))",3942808,0D4F70AF7CBA27B3E050A00A568A259B,4.6,0.0,8.0,67.3170410435,275.001597153,100.130374119
"POLYGON ((-1.19387967040375 52.9056434085267,-1.19386152712989 52.905715739901,-1.19373076117054 52.9057037964716,-1.19374890354607 52.9056314650775,-1.19387967040375 52.9056434085267))",3942809,0D4F70AF7CBB27B3E050A00A568A259B,3.41176470588,0.0,6.0,56.4498376474,198.788975364,72.3780772534
"POLYGON ((-1.19880622994636 52.9176167296738,-1.198687991892 52.9175605583001,-1.19878303364913 52.9174874862233,-1.19890127260183 52.9175436576918,-1.19880622994636 52.9176167296738))",3943128,0D4F70AF7DFA27B3E050A00A568A259B,4.74285714286,0.0,7.0,67.8025727971,287.286000391,104.542231035
"POLYGON ((-1.19854941777608 52.9178085391128,-1.19843238166756 52.9177516568029,-1.19853222042833 52.9176766394422,-1.19864925653681 52.9177335218507,-1.19854941777608 52.9178085391128))",3943129,0D4F70AF7DFB27B3E050A00A568A259B,4.63888888889,0.0,7.0,68.9834049137,297.156628132,108.133171325
"POLYGON ((-1.19931953628292 52.9180729807229,-1.19940873719403 52.9181151120113,-1.1993050859832 52.9181953180981,-1.19921588417376 52.9181531868877,-1.19931953628292 52.9180729807229))",3943130,0D4F70AF7DFC27B3E050A00A568A259B,6.02325581395,0.0,9.0,62.7725584454,236.790905306,86.1649540225
"POLYGON ((-1.1989280073628 52.9179407173296,-1.19903923676134 52.9179899188521,-1.19895013376652 52.9180634808115,-1.19883875524766 52.9180142777476,-1.1989280073628 52.9179407173296))",3943131,0D4F70AF7DFD27B3E050A00A568A259B,5.91489361702,0.0,8.0,64.3717857838,258.450479619,94.0471523002
"POLYGON ((-1.19878552647376 52.9180538319455,-1.19891457485428 52.9180965016474,-1.19884079083003 52.9181780775853,-1.19871174155119 52.9181354074222,-1.19878552647376 52.9180538319455))",3943132,0D4F70AF7DFE27B3E050A00A568A259B,5.72815533981,0.0,9.0,67.077593909,281.063365861,102.275188187
"POLYGON ((-1.20001971824966 52.9188728014417,-1.20006949839113 52.9188993848754,-1.19999749931936 52.91894870176,-1.19994771917789 52.9189221178149,-1.20001971824966 52.9188728014417))",3943135,0D4F70AF7E0127B3E050A00A568A259B,1.65625,0.0,3.0,39.0654747178,89.7937186423,32.6735289648
"POLYGON ((-1.19898679401264 52.919374013957,-1.19908225528301 52.9193187434259,-1.19919045915565 52.9193870720803,-1.19909514790393 52.9194422536972,-1.19898679401264 52.919374013957))",3943138,0D4F70AF7E0427B3E050A00A568A259B,5.92222222222,0.0,8.0,64.3267739835,256.769273947,93.4294587316
"POLYGON ((-1.19958970101091 52.9192710112303,-1.19951211351977 52.9193248746696,-1.19939353769883 52.9192624989733,-1.19947112519001 52.9192086359981,-1.19958970101091 52.9192710112303))",3943139,0D4F70AF7E0527B3E050A00A568A259B,6.02380952381,0.0,9.0,61.3781790616,230.733242355,83.9562802586
"POLYGON ((-1.19978253247156 52.9193392798392,-1.19972117124939 52.9194004438024,-1.19958747498559 52.9193514507848,-1.19964883710609 52.919290287294,-1.19978253247156 52.9193392798392))",3943140,0D4F70AF7E0627B3E050A00A568A259B,6.18292682927,0.0,9.0,61.2278220498,229.853664701,83.6359256463
"POLYGON ((-1.19923359535741 52.9191528306657,-1.19932501510734 52.9191069717924,-1.19942407682531 52.9191791041146,-1.19933265617709 52.9192249634531,-1.19923359535741 52.9191528306657))",3943141,0D4F70AF7E0727B3E050A00A568A259B,6.18072289157,0.0,9.0,61.0580218359,228.899491399,83.2894265229
"POLYGON ((-1.19881301581928 52.919071070784,-1.19870199303323 52.9190991787905,-1.19864259822332 52.9190133793077,-1.19875362100934 52.9189852717871,-1.19881301581928 52.919071070784))",3943142,0D4F70AF7E0827B3E050A00A568A259B,6.07317073171,0.0,9.0,61.1392536929,230.088670698,83.7226171521
"POLYGON ((-1.19891451736156 52.9191882565958,-1.19881065504664 52.9192232448594,-1.19873264624569 52.9191386686266,-1.19883650856061 52.9191036808362,-1.19891451736156 52.9191882565958))",3943143,0D4F70AF7E0927B3E050A00A568A259B,6.19540229885,0.0,8.0,62.2227504369,236.635469621,86.1043267503
"POLYGON ((-1.19480399730564 52.9058451918568,-1.19480739203907 52.905918747897,-1.19467561816997 52.9059210012304,-1.19467222343654 52.905847445194,-1.19480399730564 52.9058451918568))",3943281,0D4F70AF7E9327B3E050A00A568A259B,3.2,0.0,6.0,56.5129062583,199.307913236,72.5663093724
"POLYGON ((-1.19389323137115 52.9058901686408,-1.19401552442074 52.9058940544108,-1.19400855708735 52.9059731133931,-1.19388626583441 52.9059691382337,-1.19389323137115 52.9058901686408))",3943282,0D4F70AF7E9427B3E050A00A568A259B,4.05882352941,0.0,7.0,56.4743446827,199.098467062,72.4899004466
"POLYGON ((-1.19253213998471 52.905477309007,-1.19243179008249 52.9056208165285,-1.19230956171164 52.9055895123584,-1.19241005893755 52.9054460957561,-1.19253213998471 52.905477309007))",3943283,0D4F70AF7E9527B3E050A00A568A259B,3.41025641026,0.0,6.0,87.0266885564,424.559357826,154.580984336
"POLYGON ((-1.19362837748089 52.9091940298424,-1.19369730251775 52.9091416398407,-1.19382802535795 52.9092045529093,-1.19371219748343 52.9092924927959,-1.19349054627183 52.9091856337075,-1.19353715086879 52.9091501725068,-1.19362837748089 52.9091940298424))",3943284,0D4F70AF7E9627B3E050A00A568A259B,3.54545454545,0.0,7.0,104.620929925,494.251262443,179.925267824
"POLYGON ((-1.19268053088802 52.9093102119647,-1.19270873619127 52.9094327485385,-1.19258811580474 52.9094423570685,-1.19256064442508 52.9093203644433,-1.19268053088802 52.9093102119647))",3943285,0D4F70AF7E9727B3E050A00A568A259B,2.46428571429,0.0,4.0,72.5808528935,307.763541385,112.036135762
"POLYGON ((-1.19297504175756 52.9091048269201,-1.19294400586275 52.9091826437555,-1.19277495370599 52.9091580339351,-1.19280583868382 52.9090803059036,-1.19297504175756 52.9091048269201))",3943286,0D4F70AF7E9827B3E050A00A568A259B,3.25925925926,0.0,6.0,68.2581392546,285.903561901,104.079545547
"POLYGON ((-1.19277265581543 52.9092737112383,-1.19279560777096 52.9092388086596,-1.1930124565891 52.9092919694608,-1.19298950373523 52.9093268725384,-1.19277265581543 52.9092737112383))",3943287,0D4F70AF7E9927B3E050A00A568A259B,2.66666666667,0.0,5.0,65.9767947384,180.591680503,65.7416406871
"POLYGON ((-1.19319987929315 52.9098487841254,-1.19312398782126 52.9098918676804,-1.19296838883425 52.9097912092991,-1.19307839203244 52.9097288507504,-1.19319404024383 52.9098028986051,-1.19315947756324 52.9098224405476,-1.19319987929315 52.9098487841254))",3943288,0D4F70AF7E9A27B3E050A00A568A259B,5.94117647059,0.0,8.0,84.4846931655,393.352779754,143.190615918
"POLYGON ((-1.19333822164375 52.9095894811877,-1.19342645327271 52.9095383907849,-1.19357194890774 52.9096306201163,-1.19348326901946 52.9096817970904,-1.19333822164375 52.9095894811877))",3943289,0D4F70AF7E9B27B3E050A00A568A259B,5.46153846154,0.0,7.0,74.2529988841,320.351295051,116.617226513
"POLYGON ((-1.19224285281655 52.909730098399,-1.19230677513551 52.9097869858275,-1.19217146729407 52.9098426992137,-1.19210739495642 52.9097859007052,-1.19224285281655 52.909730098399))",3943290,0D4F70AF7E9C27B3E050A00A568A259B,3.15,0.0,6.0,61.8647238408,231.45302095,84.2549949123
"POLYGON ((-1.19246763735184 52.9098523520762,-1.19250840289945 52.9098431006489,-1.1925505590391 52.9099110769501,-1.19250979349146 52.9099203283628,-1.19246763735184 52.9098523520762))",3943291,0D4F70AF7E9D27B3E050A00A568A259B,3.0,0.0,4.0,36.4902394788,64.9549033667,23.6451905966
"POLYGON ((-1.19256738717946 52.9096536461324,-1.19260844737445 52.909716580669,-1.19247417439221 52.9097486598086,-1.19243311419722 52.9096857247768,-1.19256738717946 52.9096536461324))",3943292,0D4F70AF7E9E27B3E050A00A568A259B,4.11111111111,0.0,7.0,57.1223376651,200.706181595,73.0626178445
"POLYGON ((-1.19432731258599 52.9099917197096,-1.19440706681358 52.9100610290123,-1.19423171387336 52.9101353509635,-1.19415135867285 52.9100663977063,-1.19432731258599 52.9099917197096))",3943293,0D4F70AF7E9F27B3E050A00A568A259B,4.97058823529,0.0,7.0,78.9397422214,372.072868741,135.44254701
"POLYGON ((-1.19414028424201 52.9100942791489,-1.19420176134681 52.9101468343139,-1.19401858587706 52.9102260475163,-1.19392941461037 52.9101513703366,-1.19406597021179 52.9100924274654,-1.19409231600243 52.9101150794323,-1.19414028424201 52.9100942791489))",3943294,0D4F70AF7EA027B3E050A00A568A259B,4.0,0.0,7.0,84.3285230145,393.842435126,143.366585813
"POLYGON ((-1.19301379687506 52.9101884873694,-1.19295166579673 52.910147164236,-1.19310804182656 52.9100619277674,-1.19316884968646 52.9101024329479,-1.19301379687506 52.9101884873694))",3943295,0D4F70AF7EA127B3E050A00A568A259B,3.36,0.0,7.0,67.304080409,239.090349138,87.033815387
"POLYGON ((-1.1926473291546 52.9103368408751,-1.19256537225796 52.9102821682698,-1.19268600342429 52.9102161065298,-1.19276796032093 52.9102707792185,-1.1926473291546 52.9103368408751))",3943296,0D4F70AF7EA227B3E050A00A568A259B,4.58333333333,0.0,7.0,63.4874534029,246.774907756,89.8305350136
"POLYGON ((-1.19242768747421 52.9104496936471,-1.19234589676586 52.9103941229777,-1.19249188557608 52.9103158283353,-1.19257455393842 52.9103722138839,-1.19242768747421 52.9104496936471))",3943297,0D4F70AF7EA327B3E050A00A568A259B,4.67857142857,0.0,8.0,71.078839028,300.0357777,109.217926039
"POLYGON ((-1.19237870144363 52.9100371987207,-1.19231425091524 52.9099767117175,-1.19245654136139 52.9099213154256,-1.19252099278808 52.9099818019644,-1.19237870144363 52.9100371987207))",3943298,0D4F70AF7EA427B3E050A00A568A259B,3.14285714286,0.0,6.0,64.2505310773,250.21792696,91.0851043789
"POLYGON ((-1.1931391989937 52.9104740313221,-1.19318468788306 52.9105067020221,-1.19326651093078 52.9104645579142,-1.193342830899 52.9105185623246,-1.19322272794207 52.9105802230606,-1.19310167007603 52.9104931038152,-1.1931391989937 52.9104740313221))",3943299,0D4F70AF7EA527B3E050A00A568A259B,4.08,0.0,8.0,76.9542899322,272.174330726,99.0752977428
"POLYGON ((-1.19299965110406 52.9105818553191,-1.19308372083832 52.9105388277078,-1.19316225425539 52.9105937464802,-1.19304590895129 52.9106531854428,-1.19292556973749 52.9105674190659,-1.19295634961239 52.9105514469779,-1.19299965110406 52.9105818553191))",3943300,0D4F70AF7EA627B3E050A00A568A259B,4.42307692308,0.0,7.0,75.2931471448,259.822050958,94.5785718591
"POLYGON ((-1.19248871452286 52.9108384479731,-1.19267251072845 52.9107421619811,-1.19274516018046 52.910793624762,-1.19256122383766 52.9108894609998,-1.19248871452286 52.9108384479731))",3943301,0D4F70AF7EA727B3E050A00A568A259B,5.96551724138,0.0,9.0,79.0398328149,336.853946891,122.617898096
"POLYGON ((-1.19274944783937 52.9106749047863,-1.19288621544317 52.9106047275176,-1.19297795319664 52.9106692647573,-1.19284028458259 52.910739885062,-1.19274944783937 52.9106749047863))",3943302,0D4F70AF7EA827B3E050A00A568A259B,4.22222222222,0.0,7.0,71.4891394645,314.652260031,114.537033777
"POLYGON ((-1.19208511044981 52.9084493912284,-1.19198073789179 52.9085848702626,-1.19189597825142 52.9085611913946,-1.19199947225711 52.908424987404,-1.19208511044981 52.9084493912284))",3943303,0D4F70AF7EA927B3E050A00A568A259B,3.11111111111,0.0,6.0,76.1715753946,289.150534272,105.264611262
"POLYGON ((-1.1906366866479 52.9082993046465,-1.19091760690538 52.9083049027263,-1.19092622085071 52.9081776717873,-1.19082367456773 52.9081749959917,-1.19082526368748 52.9081296109185,-1.19100584751756 52.9081335365786,-1.19098993116724 52.9083575332007,-1.19063425041682 52.9083502578186,-1.1906366866479 52.9082993046465))",3943304,0D4F70AF7EAA27B3E050A00A568A259B,2.04285714286,0.0,3.0,185.122959839,742.284949867,270.230322752
"POLYGON ((-1.19152650027647 52.9086800358095,-1.19119352624156 52.9086030691815,-1.19144507608102 52.9082054731804,-1.1915259118802 52.9082241815207,-1.19130312340122 52.9085784649911,-1.19148122518616 52.9086200388321,-1.19151751622539 52.9085635626951,-1.19159006416774 52.9085802365583,-1.19152650027647 52.9086800358095))",3943305,0D4F70AF7EAB27B3E050A00A568A259B,1.86274509804,0.0,3.0,258.638506392,1116.33430418,406.399536678
"POLYGON ((-1.19041131281771 52.9083051411038,-1.18999780661414 52.908209374454,-1.19003227317502 52.9081551336622,-1.1904447157733 52.908252061982,-1.19041131281771 52.9083051411038))",3943306,0D4F70AF7EAC27B3E050A00A568A259B,1.70212765957,0.0,3.0,119.785394483,522.515722265,190.223153908
"POLYGON ((-1.19069497383485 52.9088820319932,-1.19065171097071 52.9089455619606,-1.19051791499393 52.9089121993398,-1.19056117785806 52.9088486698653,-1.19069497383485 52.9088820319932))",3943307,0D4F70AF7EAD27B3E050A00A568A259B,2.11764705882,0.0,5.0,57.5879195827,204.314058724,74.378758604
"POLYGON ((-1.18977300141717 52.9089741857924,-1.18981020334807 52.9089407289276,-1.18991276849567 52.9089823295088,-1.18987556656477 52.9090157863415,-1.18977300141717 52.9089741857924))",3943308,0D4F70AF7EAE27B3E050A00A568A259B,1.9,0.0,3.0,42.3901930819,102.310127418,37.2449795701
"POLYGON ((-1.19158519350187 52.909393470887,-1.1915468300493 52.9094653945614,-1.19139126519821 52.9094351214165,-1.19142962865078 52.9093631976918,-1.19158519350187 52.909393470887))",3943309,0D4F70AF7EAF27B3E050A00A568A259B,4.04347826087,0.0,7.0,64.2854399356,253.771646982,92.3811540938
"POLYGON ((-1.19159747167513 52.909476795743,-1.19163561414218 52.9094087364139,-1.19186323825212 52.9094341056297,-1.19184172090606 52.909503716497,-1.19159747167513 52.909476795743))",3943310,0D4F70AF7EB027B3E050A00A568A259B,4.0303030303,0.0,7.0,79.7396209072,349.740287908,127.316631359
"POLYGON ((-1.17431332414948 52.9142859750562,-1.17437255995766 52.9143225235615,-1.17430112053633 52.9143647267518,-1.17424188472814 52.9143281782822,-1.17431332414948 52.9142859750562))",3943311,0D4F70AF7EB127B3E050A00A568A259B,2.6,0.0,4.0,41.1345321686,105.031620545,38.2264259413
"POLYGON ((-1.1993603287793 52.9194746034887,-1.19928672621475 52.9195301115951,-1.19916393100694 52.9194706739818,-1.19923753357149 52.9194151663409,-1.1993603287793 52.9194746034887))",3943635,0D4F70AF7FF527B3E050A00A568A259B,6.3734939759,0.0,8.0,61.3008305957,230.002962916,83.6897668622
"POLYGON ((-1.17602030554808 52.9146737529568,-1.17616660966687 52.9147615143589,-1.17609812749945 52.9148046385291,-1.17594807201605 52.9147186490722,-1.17602030554808 52.9146737529568))",3943778,0D4F70AF808427B3E050A00A568A259B,5.30434782609,0.0,8.0,68.5868151282,259.630971133,94.4912788602
"POLYGON ((-1.17523473601811 52.9148498909376,-1.17517156828392 52.9148872081594,-1.17510762979523 52.9148476608194,-1.17517079752945 52.9148103435636,-1.17523473601811 52.9148498909376))",3943779,0D4F70AF808527B3E050A00A568A259B,1.2,0.0,3.0,40.080502612,100.371623568,36.5295280774
"POLYGON ((-1.17491440666918 52.9146464865691,-1.17503017076327 52.9147134515862,-1.17461630523341 52.9149717195684,-1.1744992278024 52.9149033969475,-1.17491440666918 52.9146464865691))",3943780,0D4F70AF808627B3E050A00A568A259B,7.21495327103,0.0,12.0,168.518314123,1192.52048135,434.010047265
"POLYGON ((-1.17484904435036 52.9154647838225,-1.17470344091748 52.9153792728951,-1.17477643801755 52.9153334847774,-1.17492278435716 52.9154190001285,-1.17484904435036 52.9154647838225))",3943781,0D4F70AF808727B3E050A00A568A259B,5.30434782609,0.0,7.0,68.8189906875,266.28898636,96.9115096614
"POLYGON ((-1.19764948372826 52.9158286791051,-1.19757556405844 52.9158693516863,-1.19745847584764 52.9157915224882,-1.19753239461916 52.9157508503755,-1.19764948372826 52.9158286791051))",3945603,0D4F70AF87A527B3E050A00A568A259B,2.89473684211,0.0,4.0,61.0780640713,216.100921626,78.6445782203
"POLYGON ((-1.19299295326764 52.9058667109787,-1.19311131618786 52.9058820774392,-1.19308307495189 52.9059617112893,-1.19296471382833 52.9059462549188,-1.19299295326764 52.9058667109787))",3945878,0D4F70AF88B827B3E050A00A568A259B,3.88235294118,0.0,7.0,57.0039348512,202.495059414,73.7266392364
"POLYGON ((-1.19814891828492 52.9067941544995,-1.1982801864026 52.9066260396057,-1.19845868254797 52.9066783930994,-1.198328937973 52.9068445405674,-1.19814891828492 52.9067941544995))",3945879,0D4F70AF88B927B3E050A00A568A259B,0.157142857143,0.0,2.0,112.383532034,753.318758763,274.266007154
"POLYGON ((-1.19648836990473 52.9070937042292,-1.19650236925015 52.907076359609,-1.19664374251635 52.9071180367466,-1.19662974227263 52.9071353818919,-1.19648836990473 52.9070937042292))",3945880,0D4F70AF88BA27B3E050A00A568A259B,1.25,0.0,2.0,42.1553667804,62.3715898026,22.7076801233
"POLYGON ((-1.19661481945913 52.9071544282242,-1.19659487057157 52.907179913076,-1.19644311817056 52.9071366372002,-1.19646306795643 52.9071111523229,-1.19661481945913 52.9071544282242))",3945881,0D4F70AF88BB27B3E050A00A568A259B,1.22222222222,0.0,2.0,47.7759946617,97.2014323324,35.3881475992
"POLYGON ((-1.19726435710521 52.9076250939985,-1.19720228621401 52.9076046284204,-1.19729063642061 52.9075064319771,-1.19735270731181 52.9075268976017,-1.19726435710521 52.9076250939985))",3945882,0D4F70AF88BC27B3E050A00A568A259B,3.5,0.0,5.0,56.9924792456,162.389711777,59.1201099676
"POLYGON ((-1.19706766917697 52.9077122206373,-1.19707271142066 52.9076887926759,-1.19721999739811 52.9077003048471,-1.19721495515439 52.9077237333441,-1.19706766917697 52.9077122206373))",3945883,0D4F70AF88BD27B3E050A00A568A259B,2.57142857143,0.0,4.0,41.787106038,72.0939121558,26.2465679265
"POLYGON ((-1.19626725408896 52.9072153639703,-1.19651099667004 52.9072852406246,-1.19646394111876 52.9073453310113,-1.19622063781386 52.9072758169048,-1.19626725408896 52.9072153639703))",3945884,0D4F70AF88BE27B3E050A00A568A259B,1.84848484848,0.0,4.0,84.5844488143,368.649641078,134.213530378
"POLYGON ((-1.19671886682669 52.9077192133204,-1.19631437521697 52.9076662288331,-1.19636183770511 52.9075278440857,-1.19644549241766 52.9075389272126,-1.19641494969795 52.9076226814717,-1.19666605127788 52.9076565603138,-1.19669516028637 52.9075860108309,-1.19676856881482 52.9075963950519,-1.19671886682669 52.9077192133204))",3945885,0D4F70AF88BF27B3E050A00A568A259B,4.47058823529,0.0,8.0,171.315290263,731.1126376,266.170552142
"POLYGON ((-1.19574265592874 52.9077794938094,-1.19577212785666 52.9076572581203,-1.19566955552253 52.9076480246446,-1.19567764125843 52.907612840658,-1.1959273351783 52.9076343962845,-1.19589169990918 52.9077923679752,-1.19574265592874 52.9077794938094))",3945886,0D4F70AF88C027B3E050A00A568A259B,2.47058823529,0.0,5.0,115.167184378,565.450653488,205.858500706
"POLYGON ((-1.195607276222 52.9079601630319,-1.19646729363105 52.9080324103561,-1.19645177343785 52.9080998157646,-1.19559039148788 52.9080289072679,-1.195607276222 52.9079601630319))",3945887,0D4F70AF88C127B3E050A00A568A259B,4.19469026549,0.0,10.0,218.827061409,1227.73945382,446.965267863
"POLYGON ((-1.19425277757153 52.9073477142974,-1.19437452175044 52.9073894410176,-1.19429001274001 52.9074806493398,-1.1941675229594 52.9074390077666,-1.19425277757153 52.9073477142974))",3945888,0D4F70AF88C227B3E050A00A568A259B,4.89285714286,0.0,7.0,69.8653111241,301.661836376,109.82478195
"POLYGON ((-1.19380836932211 52.9073468588283,-1.19387439369895 52.9072743129236,-1.19407314326068 52.9073408331609,-1.19400772345005 52.9074128442191,-1.19380836932211 52.9073468588283))",3945889,0D4F70AF88C327B3E050A00A568A259B,2.29411764706,0.0,5.0,81.0484279582,385.080808676,140.195246327
"POLYGON ((-1.19483763382224 52.9077290503174,-1.19493316336452 52.9077412033967,-1.19487381706349 52.9079107902918,-1.19477843753983 52.9078985484093,-1.19483763382224 52.9077290503174))",3945890,0D4F70AF88C427B3E050A00A568A259B,3.45161290323,0.0,7.0,85.6877061529,347.383328991,126.468047093
